Recipe_ID,Recipe_Name,Cuisine_Type,Ingredients_List,Preparation_Steps,Cooking_Time_Minutes,Difficulty_Level,User_ID,User_Preferences,User_Rating,User_Feedback,Date_Prepared,Season,Occasion,Serving_Size,Calories_Per_Serving,Allergen_Information,Cost_Per_Serving,Popularity_Score,Seasonal_Availability
R108,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,28,Easy,U767,None,4,Feedback 108,2024-05-21,Summer,Dinner,4,296,Gluten,5.51,216,No
R109,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,22,Easy,U573,None,3,Feedback 109,2024-09-01,Fall,Casual,2,550,Gluten,17.19,63,No
R110,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,18,Medium,U834,None,1,Feedback 110,2024-03-25,Fall,Dinner,5,777,None,17.14,211,No
R111,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,59,Hard,U898,Vegetarian,1,Feedback 111,2024-06-27,Fall,Casual,3,492,Dairy,9.08,326,No
R112,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,19,Medium,U596,Gluten-Free,5,Feedback 112,2024-10-17,Summer,Lunch,4,276,None,7.5,334,No
R113,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,22,Easy,U888,None,5,Feedback 113,2024-05-10,Winter,Dinner,1,390,Gluten,10.18,109,No
R114,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,24,Medium,U613,Gluten-Free,5,Feedback 114,2024-11-27,Summer,Lunch,1,340,None,5.4,487,No
R115,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,70,Hard,U422,Vegetarian,5,Feedback 115,2024-07-08,Spring,Casual,6,771,Dairy,11.8,230,No
R116,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,61,Medium,U261,None,2,Feedback 116,2024-01-05,Spring,Lunch,5,315,None,19.0,253,Yes
R117,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,30,Hard,U135,Vegetarian,2,Feedback 117,2024-01-18,Fall,Lunch,4,551,Dairy,12.2,429,No
R118,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,27,Easy,U647,Vegan,5,Feedback 118,2024-12-24,Summer,Lunch,5,537,Soy,14.15,437,No
R119,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,42,Medium,U664,Gluten-Free,4,Feedback 119,2024-03-13,Summer,Dinner,1,378,None,12.32,233,No
R120,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,59,Hard,U465,Vegetarian,2,Feedback 120,2024-06-24,Summer,Casual,1,782,Dairy,11.36,459,No
R121,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,58,Easy,U939,Vegan,5,Feedback 121,2024-12-19,Spring,Lunch,6,359,Soy,7.79,485,Yes
R122,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,23,Medium,U141,None,1,Feedback 122,2024-11-13,Spring,Casual,3,406,None,13.91,331,Yes
R123,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,16,Easy,U946,None,3,Feedback 123,2024-07-12,Spring,Casual,4,332,Gluten,5.95,100,Yes
R124,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,80,Easy,U187,Vegan,4,Feedback 124,2024-03-09,Summer,Party,4,587,Soy,10.01,82,Yes
R125,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,37,Easy,U433,None,5,Feedback 125,2024-07-27,Winter,Dinner,3,745,Gluten,15.9,55,No
R126,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,66,Easy,U592,Vegan,4,Feedback 126,2024-10-11,Fall,Casual,2,764,Soy,11.18,205,Yes
R127,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,56,Hard,U409,Vegetarian,1,Feedback 127,2024-01-16,Winter,Lunch,1,728,Dairy,12.16,149,Yes
R128,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,86,Easy,U113,Vegan,3,Feedback 128,2024-03-03,Fall,Dinner,3,456,Soy,11.03,165,No
R129,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,39,Medium,U410,None,3,Feedback 129,2024-03-22,Summer,Party,3,695,None,8.75,61,Yes
R130,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,44,Hard,U811,Vegetarian,5,Feedback 130,2024-02-06,Winter,Party,1,767,Dairy,8.64,72,Yes
R131,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,22,Hard,U727,Vegetarian,1,Feedback 131,2024-08-31,Spring,Party,1,339,Dairy,9.44,118,No
R132,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,35,Easy,U251,None,2,Feedback 132,2024-03-13,Summer,Lunch,3,724,Gluten,17.42,438,No
R133,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,52,Easy,U335,None,5,Feedback 133,2024-01-25,Spring,Lunch,1,427,Gluten,12.23,484,No
R134,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,67,Medium,U377,None,2,Feedback 134,2024-07-13,Summer,Lunch,6,676,None,19.16,118,No
R135,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,71,Medium,U207,Gluten-Free,2,Feedback 135,2024-10-05,Winter,Lunch,6,390,None,14.37,51,Yes
R136,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,46,Easy,U700,None,2,Feedback 136,2024-10-07,Winter,Party,4,302,Gluten,9.55,434,Yes
R137,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,32,Easy,U400,Vegan,3,Feedback 137,2024-09-27,Winter,Lunch,1,532,Soy,13.61,94,No
R138,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,60,Medium,U617,Gluten-Free,3,Feedback 138,2024-12-04,Fall,Lunch,1,209,None,7.67,357,No
R139,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,45,Easy,U704,Vegan,4,Feedback 139,2024-07-23,Fall,Dinner,2,589,Soy,5.21,115,No
R140,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,72,Medium,U130,None,5,Feedback 140,2024-08-04,Fall,Casual,4,561,None,11.76,335,Yes
R141,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,66,Hard,U566,Vegetarian,4,Feedback 141,2024-07-31,Spring,Dinner,5,200,Dairy,14.24,302,No
R142,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,34,Easy,U462,None,3,Feedback 142,2024-05-06,Winter,Casual,6,217,Gluten,17.7,227,No
R143,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,37,Medium,U479,Gluten-Free,3,Feedback 143,2024-01-19,Spring,Casual,2,579,None,12.91,401,Yes
R144,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,32,Easy,U402,None,5,Feedback 144,2024-07-31,Summer,Casual,6,402,Gluten,12.01,137,No
R145,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,47,Medium,U655,None,2,Feedback 145,2024-09-20,Winter,Party,1,354,None,11.86,65,No
R146,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,15,Easy,U105,Vegan,4,Feedback 146,2024-06-11,Summer,Dinner,3,226,Soy,19.89,57,Yes
R147,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,83,Medium,U288,None,1,Feedback 147,2024-02-17,Winter,Party,3,551,None,6.54,492,Yes
R148,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,49,Hard,U692,Vegetarian,3,Feedback 148,2024-04-04,Summer,Dinner,3,501,Dairy,7.25,171,Yes
R149,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,52,Medium,U781,Gluten-Free,2,Feedback 149,2024-08-25,Winter,Casual,6,364,None,19.9,261,Yes
R150,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,59,Easy,U258,None,4,Feedback 150,2024-04-05,Summer,Party,3,429,Gluten,15.99,193,No
R151,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,34,Easy,U464,Vegan,1,Feedback 151,2024-01-09,Summer,Casual,2,512,Soy,7.9,453,No
R152,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,89,Easy,U464,None,5,Feedback 152,2024-08-23,Winter,Dinner,5,733,Gluten,11.72,139,No
R153,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,66,Hard,U908,Vegetarian,5,Feedback 153,2024-10-29,Winter,Lunch,1,352,Dairy,13.13,300,No
R154,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,62,Easy,U466,Vegan,3,Feedback 154,2024-06-21,Summer,Casual,2,760,Soy,17.52,270,No
R155,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,44,Hard,U524,Vegetarian,3,Feedback 155,2024-06-19,Fall,Party,2,670,Dairy,14.37,232,Yes
R156,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,33,Hard,U121,Vegetarian,2,Feedback 156,2024-04-03,Summer,Dinner,3,389,Dairy,18.7,421,No
R157,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,69,Hard,U156,Vegetarian,4,Feedback 157,2024-08-29,Fall,Party,3,282,Dairy,18.58,439,Yes
R158,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,27,Medium,U968,Gluten-Free,1,Feedback 158,2024-07-31,Summer,Party,5,533,None,17.44,270,Yes
R159,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,90,Medium,U305,Gluten-Free,4,Feedback 159,2024-11-02,Winter,Party,1,214,None,18.43,420,No
R160,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,19,Medium,U222,None,3,Feedback 160,2024-04-14,Spring,Dinner,3,769,None,18.43,61,No
R161,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,90,Easy,U738,Vegan,1,Feedback 161,2024-07-29,Fall,Lunch,1,254,Soy,15.86,343,No
R162,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,29,Medium,U757,Gluten-Free,5,Feedback 162,2024-12-27,Winter,Dinner,4,215,None,10.99,416,Yes
R163,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,54,Easy,U590,None,2,Feedback 163,2024-10-13,Spring,Casual,2,238,Gluten,13.42,148,No
R164,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,21,Easy,U304,None,2,Feedback 164,2024-09-28,Spring,Lunch,4,682,Gluten,14.24,474,No
R165,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,33,Easy,U299,None,1,Feedback 165,2024-11-21,Spring,Party,6,445,Gluten,17.85,185,Yes
R166,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,16,Easy,U803,Vegan,4,Feedback 166,2024-05-18,Winter,Party,3,568,Soy,8.88,170,No
R167,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,52,Medium,U267,Gluten-Free,5,Feedback 167,2024-04-06,Summer,Dinner,1,430,None,8.29,62,Yes
R168,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,41,Easy,U464,None,5,Feedback 168,2024-04-03,Winter,Casual,1,313,Gluten,14.8,232,Yes
R169,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,32,Medium,U910,Gluten-Free,3,Feedback 169,2024-01-23,Summer,Casual,2,667,None,19.52,284,Yes
R170,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,67,Medium,U549,Gluten-Free,5,Feedback 170,2024-11-08,Spring,Dinner,1,308,None,14.2,436,No
R171,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,71,Easy,U178,None,1,Feedback 171,2024-07-12,Spring,Party,3,513,Gluten,9.34,426,Yes
R172,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,54,Medium,U303,Gluten-Free,1,Feedback 172,2024-09-10,Spring,Casual,5,758,None,7.94,457,No
R173,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,19,Easy,U672,None,4,Feedback 173,2024-01-18,Fall,Lunch,6,206,Gluten,7.57,486,Yes
R174,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,65,Easy,U150,None,3,Feedback 174,2024-01-08,Winter,Lunch,6,663,Gluten,9.58,202,Yes
R175,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,19,Medium,U353,Gluten-Free,3,Feedback 175,2024-06-18,Fall,Dinner,3,491,None,11.16,71,Yes
R176,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,27,Medium,U700,Gluten-Free,1,Feedback 176,2024-01-14,Summer,Casual,6,421,None,13.74,399,No
R177,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,42,Hard,U702,Vegetarian,1,Feedback 177,2024-09-19,Fall,Party,1,509,Dairy,14.28,226,Yes
R178,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,55,Medium,U395,Gluten-Free,2,Feedback 178,2024-11-30,Fall,Party,1,359,None,18.38,280,Yes
R179,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,75,Medium,U904,None,1,Feedback 179,2024-08-18,Winter,Casual,1,368,None,6.57,169,No
R180,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,53,Medium,U474,None,2,Feedback 180,2024-06-30,Spring,Casual,6,368,None,6.06,296,Yes
R181,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,51,Hard,U204,Vegetarian,2,Feedback 181,2024-08-23,Spring,Party,4,354,Dairy,16.92,201,Yes
R182,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,22,Medium,U625,Gluten-Free,3,Feedback 182,2024-04-06,Summer,Lunch,6,222,None,17.54,322,Yes
R183,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,82,Easy,U452,None,4,Feedback 183,2024-11-20,Spring,Casual,2,461,Gluten,12.76,269,No
R184,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,42,Easy,U892,None,2,Feedback 184,2024-08-28,Fall,Casual,1,310,Gluten,7.03,483,No
R185,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,75,Easy,U710,Vegan,1,Feedback 185,2024-12-17,Fall,Dinner,2,799,Soy,19.39,481,Yes
R186,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,66,Medium,U336,Gluten-Free,1,Feedback 186,2024-09-04,Fall,Dinner,1,327,None,12.04,281,Yes
R187,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,24,Easy,U476,Vegan,3,Feedback 187,2024-03-06,Winter,Dinner,2,692,Soy,11.42,158,Yes
R188,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,22,Easy,U103,None,5,Feedback 188,2024-04-04,Spring,Lunch,2,672,Gluten,16.66,487,Yes
R189,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,85,Easy,U157,None,3,Feedback 189,2024-11-12,Winter,Lunch,5,575,Gluten,10.25,306,Yes
R190,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,65,Medium,U979,Gluten-Free,4,Feedback 190,2024-10-29,Fall,Party,1,577,None,6.04,296,No
R191,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,20,Easy,U773,Vegan,2,Feedback 191,2024-03-10,Winter,Casual,1,278,Soy,13.2,367,Yes
R192,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,59,Easy,U265,None,1,Feedback 192,2024-03-07,Spring,Casual,3,542,Gluten,9.77,225,Yes
R193,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,22,Medium,U134,None,3,Feedback 193,2024-09-08,Spring,Dinner,2,258,None,16.06,335,No
R194,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,34,Easy,U134,None,1,Feedback 194,2024-12-02,Fall,Party,5,735,Gluten,6.12,61,Yes
R195,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,58,Hard,U151,Vegetarian,5,Feedback 195,2024-04-11,Winter,Party,4,460,Dairy,6.75,409,No
R196,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,45,Easy,U959,None,3,Feedback 196,2024-10-11,Winter,Dinner,4,487,Gluten,17.11,110,No
R197,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,57,Easy,U144,None,3,Feedback 197,2024-12-09,Spring,Casual,5,286,Gluten,6.22,224,No
R198,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,19,Easy,U488,Vegan,4,Feedback 198,2024-02-20,Spring,Casual,3,423,Soy,11.2,232,No
R199,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,32,Hard,U192,Vegetarian,3,Feedback 199,2024-11-15,Spring,Dinner,4,428,Dairy,13.86,182,Yes
R200,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,37,Hard,U104,Vegetarian,2,Feedback 200,2024-02-15,Summer,Party,1,738,Dairy,13.89,310,No
R201,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,69,Easy,U258,Vegan,3,Feedback 201,2024-02-27,Summer,Party,4,216,Soy,11.52,211,No
R202,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,36,Medium,U686,None,4,Feedback 202,2024-08-29,Winter,Lunch,5,503,None,16.53,170,No
R203,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,59,Medium,U722,None,3,Feedback 203,2024-02-21,Spring,Dinner,3,257,None,15.53,170,No
R204,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,56,Easy,U277,Vegan,1,Feedback 204,2024-03-14,Winter,Dinner,2,531,Soy,18.39,256,No
R205,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,28,Easy,U519,None,3,Feedback 205,2024-06-29,Winter,Dinner,2,757,Gluten,14.43,88,No
R206,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,89,Easy,U386,None,3,Feedback 206,2024-07-08,Fall,Casual,3,346,Gluten,12.49,238,No
R207,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,76,Easy,U722,None,5,Feedback 207,2024-09-10,Spring,Casual,1,558,Gluten,18.72,409,Yes
R208,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,63,Easy,U979,None,5,Feedback 208,2024-06-02,Summer,Lunch,1,460,Gluten,16.62,444,Yes
R209,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,35,Easy,U444,None,4,Feedback 209,2024-07-23,Summer,Dinner,1,499,Gluten,5.32,122,Yes
R210,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,35,Easy,U636,None,3,Feedback 210,2024-11-14,Spring,Dinner,5,799,Gluten,6.13,190,No
R211,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,37,Easy,U963,None,3,Feedback 211,2024-05-06,Winter,Casual,1,777,Gluten,12.54,246,Yes
R212,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,74,Medium,U630,Gluten-Free,3,Feedback 212,2024-02-21,Summer,Dinner,2,671,None,16.83,201,No
